Transport_Protocol,Duration,AvgDuration,PBS,AvgPBS,TBS,PBR,AvgPBR,TBR,Missed_Bytes,Packets_Sent,Packets_Received,SRPR,class
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,13.32,9.48275641,1546,491.4871795,4782,120157,47194.01923,124085,0,78,98,1.256410256,0
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
2,0.22,0.218568665,46,48.01844964,74,866,234.3900461,894,0,1,1,1,0
2,0.02,477.1635294,14,38.88235294,70,10,33.17647059,38,0,2,1,0.5,1
2,0.2,0.725262759,33,86.91753748,61,75,189.2577616,103,0,1,1,1,0
1,0.97,0.947974138,278,276.5603448,794,9095,13292.37931,9571,278,10,9,0.9,1
2,0.07,0.2640539,33,35.32282745,61,259,243.6849378,287,0,1,1,1,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,2.48,25.8775,0,32.5,80,0,333.5,0,0,2,0,0,1
1,3.07,4.789879808,1126,306.6586538,2774,66967,10493.98798,138750,0,41,120,2.926829268,1
1,0,0.973333333,0,0,96,0,0,0,0,2,0,0,1
1,1.98,25.17806061,0,130.3636364,80,0,24447.21818,0,0,2,0,0,0
2,7.94,5.006,586,610.8,1006,1693,1966.733333,2113,0,15,15,1,1
1,0.33,26.42,106,272.2222222,434,10282,31661.55556,10690,0,8,10,1.25,0
1,3,1.496552288,0,0,192,0,0,0,0,4,0,0,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0,0,0,0,96,0,0,0,0,2,0,0,1
1,3,1.707283465,0,0,192,0,0,0,0,4,0,0,1
2,0,0.012398725,61,38.84084292,0,106,141.052849,0,0,0,0,0,1
2,0.02,0.218568665,51,48.01844964,79,236,234.3900461,264,0,1,1,1,0
2,33.33,35.37909091,100,113.8181818,212,8,141.7272727,120,0,4,4,1,0
2,72.65,34.28125,133177,48751,136565,2307,827.375,4939,0,121,94,0.776859504,0
1,0.09,0.10625,1173,1085.625,1621,188,188,716,0,11,13,1.181818182,0
2,0.66,0.218568665,46,48.01844964,74,107,234.3900461,135,0,1,1,1,1
1,2.6,2.685888689,0,14.15918612,96,0,0,0,0,2,0,0,1
1,0.36,0.413057065,206,192.7608696,474,1317,1185.293478,1585,1523,5,5,1,1
2,0.03,0.725262759,30,86.91753748,58,172,189.2577616,200,0,1,1,1,0
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
1,2.86,2.462196399,0,23.57119476,96,0,13.67954173,0,0,2,0,0,1
1,0,1.485,0,0,96,0,0,0,0,2,0,0,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
2,0.06,11.53466667,31,43.66666667,143,52,29.86666667,136,0,4,3,0.75,0
1,0.09,0.103333333,1207,1139,1655,188,188,716,0,11,13,1.181818182,0
1,0.08,0.11,958,1098.333333,1406,188,188,716,0,11,13,1.181818182,0
2,0.05,0.725262759,32,86.91753748,60,48,189.2577616,76,0,1,1,1,0
2,6.28,10.40071429,25,58,53,27,35.42857143,83,0,1,2,2,0
1,0.47,0.496534653,63,63.71287129,271,516,516.3663366,724,0,5,5,1,1
2,0,0.012398725,34,38.84084292,62,86,141.052849,0,0,1,0,0,1
1,4.63,11.4,0,2262.578947,80,0,35856.05263,160,0,2,4,2,1
1,0.14,5.206059655,39,2138.502355,407,68,8946.871272,792,0,9,16,1.777777778,0
2,0.14,0.218568665,53,48.01844964,81,188,234.3900461,216,0,1,1,1,0
1,11.67,6.730666667,451,335.3333333,1699,59853,22519.8,61941,0,31,52,1.677419355,0
1,6.61,45.98142857,158,405,446,1026,33329.57143,1194,0,7,4,0.571428571,1
1,0.9,0.904045894,244,243.5615942,772,9099,9547.653986,9523,244,10,8,0.8,1
2,55.01,31.53625,150,88.5,318,4,15.75,60,0,6,2,0.333333333,0
2,0.78,0.218568665,44,48.01844964,72,200,234.3900461,228,0,1,1,1,1
1,0,1.496666667,0,0,96,0,0,0,0,2,0,0,1
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
2,0.27,9.772956204,56,356.4854015,112,283,927.129562,311,0,2,1,0.5,1
1,20.42,31.23125,98,134.325,356,79,36118.175,159,0,4,2,0.5,0
1,0.57,0.358676043,155,149.6818623,423,1286,1259.152764,1554,1441,5,5,1,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0.95,0.34587741,155,149.5575877,423,1285,1254.047949,1553,1440,5,5,1,1
1,0,1.499940828,0,0,96,0,0,0,0,2,0,0,1
2,17.12,13.736,54,52.8,166,52,37.4,136,0,4,3,0.75,0
1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
2,22.83,37.46421053,75,108.2105263,159,6,41.68421053,90,0,3,3,1,0
1,0,5.268131313,0,302.8333333,40,0,8930.106061,80,0,1,2,2,0
2,0.05,0.725262759,27,86.91753748,55,158,189.2577616,186,0,1,1,1,0
2,22.83,30.26947368,75,131.4210526,159,4,77.47368421,60,0,3,2,0.666666667,0
2,0.01,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,3.98,4.215254237,82,75.74576271,300,7300,4460.700565,88,7382,7,2,0.285714286,0
1,0.21,0.335693046,155,149.9625899,423,1287,1259.629736,1555,1442,5,5,1,1
2,0.04,0.218568665,49,48.01844964,77,184,234.3900461,212,0,1,1,1,1
2,10.98,11.035,50,50,106,0,0,0,0,2,0,0,0
1,0,9.38839172,0,84.3566879,40,0,165839.6162,40,0,1,1,1,1
1,2.61,2.61,0,0,336,0,0,128,0,8,3,0.375,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,3,2,0,0,192,0,0,0,0,4,0,0,1
1,3.28,6.105,0,395,120,0,34738,0,0,3,0,0,0
1,0.01,2.331114313,41,160.9212296,369,68,4695.48511,792,0,8,16,2,1
1,12.93,5.615984,157,5540.112,445,1556,6727.8592,3624,0,7,12,1.714285714,1
1,2.96,1.483548387,0,0,192,0,0,0,0,4,0,0,1
1,0.07,15.70185535,57,358.0078616,137,0,44173.50314,80,0,2,2,1,0
1,10.85,4.902882883,154,111.9009009,442,492,188.1621622,700,0,7,5,0.714285714,1
1,1.12,1.020833333,110,144.7833333,318,293,424.8,501,0,5,5,1,1
1,5.44,4.672058824,654,243.1139706,1022,1679,6917.898897,4422,0,9,27,3,1
1,21.3,20.57467787,77,76.56862745,212,0,147.2268908,176,0,5,4,0.8,0
2,0.26,0.218568665,46,48.01844964,74,429,234.3900461,457,0,1,1,1,0
2,0.01,0.218568665,48,48.01844964,76,201,234.3900461,229,0,1,1,1,1
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
1,0,0,0,0,96,0,0,0,0,2,0,0,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
2,0,0.839704755,50,106.0653595,106,443,392.7018256,471,0,2,1,0.5,1
1,0.47,5.663333333,0,204.1666667,80,0,22098.73333,80,0,2,2,1,0
1,0.48,0.668253425,92,106.9760274,340,2473,4743.208904,2721,0,6,6,1,0
1,0.04,0.115057471,981,1038.189655,1429,711,834.2758621,1119,0,11,10,0.909090909,1
2,0.13,0.725262759,44,86.91753748,72,60,189.2577616,88,0,1,1,1,0
1,0.01,13.20166667,0,383.6666667,40,0,2290,40,0,1,1,1,0
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
2,0.08,0.2640539,37,35.32282745,65,291,243.6849378,319,0,1,1,1,0
1,12.23,14.37256959,750,281.7012848,2118,45193,10392.83084,46921,0,34,43,1.264705882,1
1,3.17,2.781725516,0,10.25183211,168,0,3.656229181,128,0,4,3,0.75,1
1,2.05,4.825,237,255.8333333,437,3732,3942.5,3852,0,5,3,0.6,0
1,0,1.592832817,0,0,96,0,0,0,0,2,0,0,1
1,0.21,1.049553571,67,82.32142857,435,10956,24881.0625,11364,0,9,10,1.111111111,1
1,5.65,34.94585014,194,588.2190202,482,2390,15953.97983,2718,0,7,8,1.142857143,0
2,0.3,7.2025,25,39.58333333,53,2,2.5,30,0,1,1,1,0
1,1.34,0.737964072,74,97.36327345,642,24918,7469.856287,25766,0,14,21,1.5,1
1,2.91,2.972,0,0,96,0,0,0,0,2,0,0,1
1,6.42,1.303388704,76,75.07973422,324,3165,2408.475083,3413,0,6,6,1,0
1,4.45,5.893888889,1042,431.2777778,1810,17840,5041.75,18648,0,19,20,1.052631579,1
1,66.08,42.83006289,111,166.7798742,6359,389519,109767.2138,400887,0,156,284,1.820512821,0
1,0.65,4.513529412,75,145.4117647,155,0,1183.794118,40,0,2,1,0.5,0
1,3,1.499940828,0,0,192,0,0,0,0,4,0,0,1
1,0.05,0.046666667,0,0,216,0,0,164,0,4,3,0.75,1
2,33.69,0.725262759,3567,86.91753748,6479,6840,189.2577616,9668,0,104,101,0.971153846,0
2,12.14,27.70333333,4,4,60,25,50,53,0,2,1,0.5,0
1,0,1.511666667,0,0,96,0,0,0,0,2,0,0,1
1,14.36,12.47188312,266,394.3636364,474,462,66967.1039,590,0,5,3,0.6,1
2,10.85,10.85,50,50,106,0,0,0,0,2,0,0,0
1,0,15.22903226,0,180.8774194,40,0,7872.896774,40,0,1,1,1,1
1,3,1.496552288,0,0,192,0,0,0,0,4,0,0,1
1,0.23,0.358676043,156,149.6818623,424,1286,1259.152764,1554,1442,5,5,1,1
1,3,1.876666667,0,0,192,0,0,0,0,4,0,0,1
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
2,22.44,27.75,75,87.5,159,6,38.2,90,0,3,3,1,0
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,0.13,0.4143058,64,64.69595782,312,1666,9420.550088,1914,0,6,6,1,0
1,1.71,2.579090909,59,51.36363636,267,275,6606.818182,479,0,5,5,1,0
1,2.95,2.245,0,0,96,0,0,0,0,2,0,0,1
1,0,0.040793651,0,0,60,0,0,80,0,1,2,2,1
1,0.13,0.794,133,130.4,341,517,512.7333333,685,0,5,4,0.8,1
2,44.07,34.08827586,131,110.0689655,355,81,49.55172414,249,0,8,6,0.75,0
1,0,1.643556086,0,0,96,0,0,0,0,2,0,0,1
1,0.7,2.676470588,294,77.52941176,662,6201,17316.29412,6609,0,9,10,1.111111111,1
2,0.02,0.218568665,46,48.01844964,74,384,234.3900461,412,0,1,1,1,1
2,0.14,0.218568665,44,48.01844964,72,99,234.3900461,127,0,1,1,1,1
1,1.78,5.851578947,99,227.1929825,459,11227,31610.75439,11627,0,9,10,1.111111111,0
1,0.53,0.62600551,90,102.4132231,298,891,5550.330579,1099,0,5,5,1,0
1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
1,0.09,0.09,1029,1029,1477,188,188,716,0,11,13,1.181818182,0
1,1.11,0.968533937,57,57.59728507,265,1250,1128.150226,1458,0,5,5,1,0
1,3,1.674977503,0,0,192,0,0,0,0,4,0,0,1
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
1,3.01,2.462196399,0,23.57119476,96,0,13.67954173,0,0,2,0,0,1
1,0.67,2.605589226,69,109.9848485,637,25627,11775.58249,26475,0,14,21,1.5,0
1,0.17,5.206059655,61,2138.502355,629,28748,8946.871272,59272,0,14,44,3.142857143,1
1,0.38,1.7245,83,87.25,291,606,575.7,814,0,5,5,1,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,8.78,7.389701789,124,160.9065606,324,1171,6069.379722,1331,0,5,4,0.8,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0.13,0.12875,172,167,420,580,558.5,788,0,6,5,0.833333333,0
2,2.14,12.310625,27,46.6875,83,27,31.375,83,0,2,2,1,0
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
1,0.36,0.413057065,206,192.7608696,474,1317,1185.293478,1585,1523,5,5,1,1
1,0.11,8.6875,77,117.0625,157,0,2660.15625,80,0,2,2,1,0
1,0.56,1.125390995,106,95.14218009,354,4072,6479.913507,4320,0,6,6,1,0
1,0.66,0.973333333,71,73.66666667,279,494,12753.16667,702,0,5,5,1,1
1,0,22.34588957,0,1092.886503,40,0,1176226.491,40,0,1,1,1,0
1,3,0.386,0,0,192,0,0,0,0,4,0,0,1
1,0.41,7.035222672,1316,204.537112,3404,1177,7085.446694,6690,0,52,108,2.076923077,1
2,21.5,21.51,75,72.28571429,159,4,14.14285714,60,0,3,2,0.666666667,0
2,0.01,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,0.13,3.666829268,0,146.3414634,80,0,81763.19512,80,0,2,2,1,0
1,0.22,0.34587741,155,149.5575877,423,1203,1254.047949,1471,1358,5,5,1,1
1,2.96,1.628115942,0,0,96,0,0,0,0,2,0,0,1
2,0.33,0.218568665,43,48.01844964,71,94,234.3900461,122,0,1,1,1,1
1,2.55,2.635454545,0,24.36363636,80,0,434.9090909,0,0,2,0,0,1
1,0.47,1.355411481,87,92.436188,295,569,9696.138956,777,0,5,5,1,1
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
1,0.47,0.491678726,74,72.58900145,282,390,445.260492,558,0,5,4,0.8,1
1,0.95,1.484672269,36,35.89915966,964,45497,44142.81681,46945,0,23,36,1.565217391,0
2,0.13,0.218568665,54,48.01844964,82,171,234.3900461,199,0,1,1,1,1
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
1,3,1.995,0,0,192,0,0,0,0,4,0,0,1
1,0.5,0.49,152,156.8,404,6302,6302,6594,152,6,7,1.166666667,1
2,0.04,1.535,16,24,44,568,852,596,0,1,1,1,1
1,2.84,5.128403869,0,32.81559855,96,0,0,0,0,2,0,0,1
1,2.94,1.98,0,0,192,0,0,0,0,4,0,0,1
2,22.83,24.841,79,70.8,219,81,80.2,249,0,5,6,1.2,0
1,0,31.41504798,0,356.4587332,40,0,28422.38964,40,0,1,1,1,1
1,4.04,24.31584746,68,213.5423729,356,469,90286.91525,677,0,7,5,0.714285714,0
1,0,2.303783784,0,0,96,0,0,0,0,2,0,0,1
1,0,2.937229648,200,140.1968408,280,0,3232.103281,160,0,2,4,2,0
1,0.28,9.971153846,0,1722.038462,80,0,193521.0769,80,0,2,2,1,0
1,0.01,0.08875,981,981,1429,711,711,1119,0,11,10,0.909090909,1
1,1.55,1.355411481,80,92.436188,288,1317,9696.138956,1525,0,5,5,1,0
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
2,33.17,29.5575,8,37.25,120,75,71.25,159,0,4,3,0.75,0
2,0.13,0.218568665,42,48.01844964,70,137,234.3900461,165,0,1,1,1,1
1,0.64,18.405,64,60.36111111,144,0,11797.88889,80,0,2,2,1,0
1,1.05,1.125390995,124,95.14218009,412,4440,6479.913507,4728,0,7,7,1,0
2,21.96,21.96,79,79,219,56,56,196,0,5,5,1,0
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
1,2.5,34.70307692,191,355.7948718,1758,25341,6056.923077,25949,0,34,15,0.441176471,1
1,6.97,17.46045455,171,1214.465909,459,1636,40557.47727,1884,0,7,6,0.857142857,1
2,22.87,27.50157895,75,86.84210526,159,6,18.68421053,90,0,3,3,1,0
2,32.87,32.31875,131,96.625,355,430,125.125,626,0,8,7,0.875,0
1,15.24,14.37256959,127,281.7012848,735,19338,10392.83084,20106,0,15,19,1.266666667,0
1,0,0,0,0,96,0,0,0,0,2,0,0,1
1,0.96,2.26375,109,184,597,20648,21508,21372,0,12,18,1.5,1
2,22.04,29.37294118,75,86.76470588,159,6,5.294117647,90,0,3,3,1,0
1,0.5,1.355411481,135,92.436188,383,2615,9696.138956,2863,0,6,6,1,1
1,2.95,2.685888689,0,14.15918612,96,0,0,0,0,2,0,0,1
1,19.18,19.72860104,0,129.0466321,3628,132480,736764.2332,153360,0,81,108,1.333333333,1
2,0.34,0.839704755,60,106.0653595,116,305,392.7018256,333,0,2,1,0.5,1
2,0.76,0.218568665,50,48.01844964,78,140,234.3900461,168,0,1,1,1,1
1,0.45,28.77272727,105,97.09090909,273,1354,3604,1482,0,4,3,0.75,1
2,0,0.012398725,38,38.84084292,66,237,141.052849,0,0,1,0,0,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0,1.93375,0,0,96,0,0,0,0,2,0,0,1
2,0.14,0.218568665,41,48.01844964,69,169,234.3900461,197,0,1,1,1,1
2,0,0.839704755,54,106.0653595,110,318,392.7018256,346,0,2,1,0.5,1
2,21.89,19.18,79,74.63636364,219,54,79.45454545,166,0,5,4,0.8,0
1,0.5,1.355411481,125,92.436188,413,5405,9696.138956,5693,0,7,7,1,0
1,0.27,0.330762916,160,149.8961854,428,1293,1257.438918,1561,1453,5,5,1,1
2,0.07,0.2640539,29,35.32282745,57,479,243.6849378,507,0,1,1,1,0
2,0.01,0.218568665,46,48.01844964,74,384,234.3900461,412,0,1,1,1,1
2,23.26,36.77722222,81,109.0555556,249,81,47.77777778,249,0,6,6,1,0
2,20.84,15.78933333,29,57.26666667,113,52,137.9333333,136,0,3,3,1,0
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
1,0,1.505,0,0,96,0,0,0,0,2,0,0,1
2,0.06,0.2640539,30,35.32282745,58,170,243.6849378,198,0,1,1,1,0
2,16.55,24.0068,152,431.36,264,120,3790.16,176,0,4,2,0.5,0
1,0.92,4.868181818,81,97.27272727,161,507,30349.90909,587,0,2,2,1,0
2,91.18,71.64,14432,14436,16672,19320,22212,20244,0,80,33,0.4125,1
1,0.18,0.341355932,56,59.52542373,424,12222,4540.898305,12710,0,9,12,1.333333333,1
2,22.15,30.946875,75,120.25,159,4,9.9375,60,0,3,2,0.666666667,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0,5.907894737,0,111.3026316,40,0,11267.93421,40,0,1,1,1,0
1,3.01,1.505,0,0,192,0,0,0,0,4,0,0,1
1,3.07,1.61,0,0,100,0,0,40,0,2,1,0.5,0
1,3,1.993333333,0,0,192,0,0,0,0,4,0,0,1
1,2.96,1.496552288,0,0,192,0,0,0,0,4,0,0,1
1,1.29,1.29,0,0,336,0,0,128,0,8,3,0.375,1
1,0,1.674977503,0,0,96,0,0,0,0,2,0,0,1
1,3.19,9.865454545,0,54.72727273,80,0,6169.727273,0,0,2,0,0,0
2,56.66,32.29307692,12,51.84615385,180,150,104.2307692,318,0,6,6,1,0
2,45.52,39.04714286,125,117.8571429,265,10,82.85714286,150,0,5,5,1,0
1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
1,0.24,0.628031915,300,297.2234043,508,616,591.5797872,824,0,5,5,1,1
2,0.05,0.725262759,31,86.91753748,59,246,189.2577616,274,0,1,1,1,0
2,1.34,5.268131313,73,302.8333333,129,770,8930.106061,882,0,2,4,2,1
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,3,3.000661765,0,0,120,0,0,0,0,2,0,0,1
2,24.9,24.003,81,85.8,249,79,64,219,0,6,5,0.833333333,0
2,1.03,0.725262759,62,86.91753748,118,50,189.2577616,78,0,2,1,0.5,0
2,22.14,19.397,75,70,159,6,37.2,90,0,3,3,1,0
2,2.38,9.34,25,33.45454545,53,2,23,30,0,1,1,1,0
1,0.21,0.333934321,60,61.25563426,268,712,7248.823567,920,0,5,5,1,1
1,1.12,0.6625,237,146.25,445,172,282.5,340,0,5,4,0.8,1
1,0.11,0.084,1171,1083.8,1619,188,188,716,0,11,13,1.181818182,0
1,3.01,2.240226629,0,0,96,0,0,0,0,2,0,0,1
2,0.07,0.2640539,30,35.32282745,58,507,243.6849378,535,0,1,1,1,0
2,0.41,0.839704755,62,106.0653595,118,31,392.7018256,59,0,2,1,0.5,1
2,45.56,34.00740741,125,99.11111111,265,8,30.7037037,120,0,5,4,0.8,0
1,0.51,10.20520833,46,159.390625,126,0,39625.50521,40,0,2,1,0.5,0
1,5.95,1.529259259,0,629.5555556,208,0,15942.81481,176,0,5,4,0.8,1
2,33.46,33.835,100,103.6666667,212,8,75.16666667,120,0,4,4,1,0
1,0.22,0.335693046,156,149.9625899,424,1204,1259.629736,1472,1360,5,5,1,1
2,0.12,0.271,45,45,73,111,67.2,139,0,1,1,1,1
1,0.26,0.358676043,155,149.6818623,423,1287,1259.152764,1555,1442,5,5,1,1
1,3,3.001323529,0,0,120,0,0,0,0,2,0,0,1
1,21.17,12.09538462,2128,705,4908,96736,40150,100576,0,67,96,1.432835821,1
1,1.93,1.777635783,70,62.14376997,358,6632,10922.11182,7000,0,7,9,1.285714286,0
1,0.24,0.324944945,154,149.7172172,422,1286,1259.554555,1554,1440,5,5,1,1
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,0.09,0.107272727,1229,1103.757576,1677,188,188,716,0,11,13,1.181818182,0
1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
2,0,0.012398725,64,38.84084292,0,109,141.052849,0,0,0,0,0,1
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
1,0.37,25.50625,69,41,237,1476,10081.625,1640,0,4,4,1,1
1,3.96,4.03748503,82,76.5988024,260,4380,3832.91018,88,4462,6,2,0.333333333,0
2,0.1,0.2640539,46,35.32282745,74,508,243.6849378,536,0,1,1,1,0
2,33.7,22.42615385,125,77.38461538,265,311,34,451,0,5,5,1,0
2,0.07,0.2640539,29,35.32282745,57,479,243.6849378,507,0,1,1,1,0
2,0.42,0.402105263,138,121.6842105,250,734,758.9473684,790,0,4,2,0.5,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
2,0.32,1.305882353,144,163.6470588,256,334,350.1764706,390,0,4,2,0.5,1
1,0.12,0.456329114,70,99.02531646,318,1120,24003.74684,1368,0,6,6,1,0
1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
1,3,1.658311688,0,0,192,0,0,0,0,4,0,0,1
1,18.38,3.666829268,0,146.3414634,568,39400,81763.19512,23634,0,12,17,1.416666667,0
2,22.67,24.27,77,79.33333333,189,29,57.83333333,113,0,4,3,0.75,0
1,3.19,3.359513678,0,1.215805471,140,0,0,84,80,3,2,0.666666667,0
1,0,22.85181034,0,81.65517241,40,0,7951.853448,40,0,1,1,1,1
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
2,11.07,23.69846154,50,72.38461538,106,0,18.92307692,0,0,2,0,0,0
2,14.49,9.055714286,52,40.14285714,136,27,12.14285714,83,0,3,2,0.666666667,0
1,0.13,0.86537415,165,170.1836735,172,418,1866.612245,124,583,4,3,0.75,0
2,21.95,33.57714286,75,99.14285714,159,8,39.92857143,120,0,3,4,1.333333333,0
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,0.21,0.333934321,63,61.25563426,271,1049,7248.823567,1257,0,5,5,1,1
1,3.01,5.128403869,0,32.81559855,96,0,0,0,0,2,0,0,1
2,0.08,7.035222672,29,204.537112,57,540,7085.446694,596,0,1,2,2,1
1,0.07,0.07,0,0,216,0,0,112,0,4,2,0.5,1
2,0.04,0.725262759,30,86.91753748,58,300,189.2577616,328,0,1,1,1,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
2,2.46,3.239224806,189,183.9263566,329,2322,4273.112403,2602,0,5,10,2,0
1,15.63,12.82846154,186,197.0961538,1604,58169,8340.865385,67389,0,33,48,1.454545455,1
2,0,0.839704755,62,106.0653595,118,89,392.7018256,117,0,2,1,0.5,1
2,24.25,13.20444444,217,69.44444444,329,75,30.44444444,159,0,4,3,0.75,0
2,23.73,19.48111111,77,93.11111111,189,25,11.44444444,53,0,4,1,0.25,0
2,0.57,3.239224806,36,183.9263566,64,474,4273.112403,530,0,1,2,2,0
1,0.74,2.61,0,91,80,0,10764.5,80,0,2,2,1,0
1,0.13,0.096060606,443,462.1212121,815,5729,4445.30303,6049,443,7,6,0.857142857,1
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
1,38.41,15.22903226,298,180.8774194,746,5599,7872.896774,6047,0,11,11,1,0
1,40.19,37.45818182,193,151.0363636,1673,65588,64444.52727,67668,0,37,52,1.405405405,0
1,3.06,3.508266332,0,8.623115578,92,0,526.9346734,176,0,2,4,2,0
2,0.42,0.218568665,44,48.01844964,72,108,234.3900461,136,0,1,1,1,1
1,3,2.280617284,0,0,192,0,0,0,0,4,0,0,1
1,0.58,5.526153846,0,58.61538462,80,0,4077.076923,40,0,2,1,0.5,0
1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
1,15,13.06660377,596,545.3962264,848,167,196.245283,379,0,6,5,0.833333333,0
1,3.01,2.781725516,0,10.25183211,96,0,3.656229181,0,0,2,0,0,1
2,0,0.012398725,38,38.84084292,66,253,141.052849,0,0,1,0,0,1
2,22.31,29.59645161,75,92.87096774,159,6,48.16129032,90,0,3,3,1,0
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
1,2.98,2.303783784,0,0,192,0,0,0,0,4,0,0,1
1,29.99,2.453414634,1170,1001.739837,2916,310,487.8373984,558,0,14,6,0.428571429,1
2,43.86,43.86,100,100,212,0,0,0,0,4,0,0,0
2,0,0.725262759,40,86.91753748,68,56,189.2577616,84,0,1,1,1,0
1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
1,3,1.876666667,0,0,192,0,0,0,0,4,0,0,1
1,1,1.355411481,99,92.436188,307,570,9696.138956,778,0,5,5,1,0
1,3,3.002910448,0,0,120,0,0,0,0,2,0,0,1
1,0.25,0.198181818,475,1449.109091,1446,1742,2306.745455,1950,0,12,5,0.416666667,1
1,3,1.592832817,0,0,192,0,0,0,0,4,0,0,1
2,0.07,0.2640539,36,35.32282745,64,274,243.6849378,302,0,1,1,1,0
2,0,0.012398725,61,38.84084292,0,106,141.052849,0,0,0,0,0,1
2,0.33,0.218568665,49,48.01844964,77,100,234.3900461,128,0,1,1,1,1
1,0,1.505,0,0,96,0,0,0,0,2,0,0,1
2,0.45,0.218568665,67,48.01844964,95,216,234.3900461,244,0,1,1,1,1
2,0.03,0.839704755,66,106.0653595,122,181,392.7018256,209,0,2,1,0.5,1
1,185,97.1,0,0,0,74770,73215.5,79272,0,0,85,0,1
1,2.42,14.37256959,0,281.7012848,80,0,10392.83084,0,0,2,0,0,0
1,3,3.00238806,0,0,120,0,0,0,0,2,0,0,1
1,0.15,0.272377049,107,157.9508197,475,9170,9387.893443,9578,0,9,10,1.111111111,0
1,2.92,0.159373278,0,0,192,0,0,0,0,4,0,0,1
2,14.76,11.87454545,54,57.54545455,166,54,64.18181818,166,0,4,4,1,0
1,3,1.91,0,0,192,0,0,0,0,4,0,0,1
1,2.56,2.781725516,0,10.25183211,96,0,3.656229181,0,0,2,0,0,1
1,36.19,18.0246729,227,157.5831776,1030,2083,861.2785047,2371,0,14,7,0.5,1
1,1.58,1.58,0,0,336,0,0,128,0,8,3,0.375,1
1,0,1.48,0,0,96,0,0,0,0,2,0,0,1
2,1.18,6.385822222,110,334.3392593,194,658,11277.13185,826,0,3,6,2,1
1,60.95,59.68460478,81,79.05514706,658,403,401.2490809,571,0,12,4,0.333333333,1
2,0.03,0.725262759,29,86.91753748,57,45,189.2577616,73,0,1,1,1,0
1,2.92,2.309843137,0,0,192,0,0,0,0,4,0,0,1
